# x  u_exact  u_implicit  u_explicit1  u_explicit2
   2.75000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   2.80000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   2.85000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   2.90000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   2.95000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.00000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.05000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.10000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.15000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.20000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.25000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.30000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.35000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.40000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.45000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.50000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.55000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.60000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.65000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.70000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.75000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.80000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.85000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.90000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   3.95000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.00000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.05000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.10000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.15000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.20000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.25000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.30000000E-01   1.00000000E+00   9.99999999E-01   1.00000000E+00   1.00000000E+00
   4.35000000E-01   1.00000000E+00   9.99999999E-01   1.00000000E+00   1.00000000E+00
   4.40000000E-01   1.00000000E+00   9.99999997E-01   1.00000000E+00   1.00000000E+00
   4.45000000E-01   1.00000000E+00   9.99999993E-01   1.00000000E+00   1.00000000E+00
   4.50000000E-01   1.00000000E+00   9.99999985E-01   1.00000000E+00   1.00000000E+00
   4.55000000E-01   1.00000000E+00   9.99999967E-01   1.00000000E+00   1.00000000E+00
   4.60000000E-01   1.00000000E+00   9.99999931E-01   1.00000000E+00   9.99999999E-01
   4.65000000E-01   1.00000000E+00   9.99999858E-01   1.00000000E+00   9.99999998E-01
   4.70000000E-01   1.00000000E+00   9.99999718E-01   1.00000000E+00   9.99999996E-01
   4.75000000E-01   1.00000000E+00   9.99999452E-01   1.00000000E+00   9.99999991E-01
   4.80000000E-01   1.00000000E+00   9.99998961E-01   1.00000000E+00   9.99999979E-01
   4.85000000E-01   1.00000000E+00   9.99998072E-01   1.00000000E+00   9.99999955E-01
   4.90000000E-01   1.00000000E+00   9.99996501E-01   1.00000000E+00   9.99999906E-01
   4.95000000E-01   1.00000000E+00   9.99993780E-01   1.00000000E+00   9.99999805E-01
   5.00000000E-01   1.00000000E+00   9.99989169E-01   1.00000000E+00   9.99999607E-01
   5.05000000E-01   1.00000000E+00   9.99981507E-01   1.00000000E+00   9.99999225E-01
   5.10000000E-01   1.00000000E+00   9.99969025E-01   1.00000000E+00   9.99998506E-01
   5.15000000E-01   1.00000000E+00   9.99949071E-01   9.99999999E-01   9.99997179E-01
   5.20000000E-01   1.00000000E+00   9.99917755E-01   9.99999998E-01   9.99994786E-01
   5.25000000E-01   1.00000000E+00   9.99869479E-01   9.99999996E-01   9.99990555E-01
   5.30000000E-01   1.00000000E+00   9.99796341E-01   9.99999988E-01   9.99983230E-01
   5.35000000E-01   1.00000000E+00   9.99687394E-01   9.99999971E-01   9.99970798E-01
   5.40000000E-01   1.00000000E+00   9.99527750E-01   9.99999927E-01   9.99950111E-01
   5.45000000E-01   1.00000000E+00   9.99297530E-01   9.99999824E-01   9.99916341E-01
   5.50000000E-01   1.00000000E+00   9.98970659E-01   9.99999587E-01   9.99862241E-01
   5.55000000E-01   1.00000000E+00   9.98513541E-01   9.99999059E-01   9.99777159E-01
   5.60000000E-01   1.00000000E+00   9.97883639E-01   9.99997915E-01   9.99645752E-01
   5.65000000E-01   1.00000000E+00   9.97028031E-01   9.99995504E-01   9.99446371E-01
   5.70000000E-01   1.00000000E+00   9.95882007E-01   9.99990567E-01   9.99149075E-01
   5.75000000E-01   1.00000000E+00   9.94367812E-01   9.99980732E-01   9.98713293E-01
   5.80000000E-01   1.00000000E+00   9.92393641E-01   9.99961669E-01   9.98085145E-01
   5.85000000E-01   1.00000000E+00   9.89853001E-01   9.99925714E-01   9.97194509E-01
   5.90000000E-01   1.00000000E+00   9.86624582E-01   9.99859699E-01   9.95951969E-01
   5.95000000E-01   1.00000000E+00   9.82572748E-01   9.99741682E-01   9.94245824E-01
   6.00000000E-01   1.00000000E+00   9.77548775E-01   9.99536196E-01   9.91939416E-01
   6.05000000E-01   1.00000000E+00   9.71392914E-01   9.99187658E-01   9.88869103E-01
   6.10000000E-01   1.00000000E+00   9.63937357E-01   9.98611604E-01   9.84843205E-01
   6.15000000E-01   1.00000000E+00   9.55010127E-01   9.97683667E-01   9.79642327E-01
   6.20000000E-01   1.00000000E+00   9.44439862E-01   9.96226484E-01   9.73021444E-01
   6.25000000E-01   1.00000000E+00   9.32061416E-01   9.93995262E-01   9.64714071E-01
   6.30000000E-01   1.00000000E+00   9.17722139E-01   9.90663387E-01   9.54438814E-01
   6.35000000E-01   1.00000000E+00   9.01288619E-01   9.85810224E-01   9.41908437E-01
   6.40000000E-01   1.00000000E+00   8.82653616E-01   9.78914050E-01   9.26841438E-01
   6.45000000E-01   1.00000000E+00   8.61742866E-01   9.69353692E-01   9.08975888E-01
   6.50000000E-01   1.00000000E+00   8.38521353E-01   9.56422745E-01   8.88085080E-01
   6.55000000E-01   1.00000000E+00   8.12998672E-01   9.39359950E-01   8.63994204E-01
   6.60000000E-01   1.00000000E+00   7.85233056E-01   9.17398165E-01   8.36597030E-01
   6.65000000E-01   1.00000000E+00   7.55333696E-01   8.89832123E-01   8.05871317E-01
   6.70000000E-01   1.00000000E+00   7.23461066E-01   8.56101770E-01   7.71891494E-01
   6.75000000E-01   1.00000000E+00   6.89825044E-01   8.15883591E-01   7.34837148E-01
   6.80000000E-01   1.00000000E+00   6.54680779E-01   7.69177709E-01   6.94995971E-01
   6.85000000E-01   1.00000000E+00   6.18322404E-01   7.16374986E-01   6.52760177E-01
   6.90000000E-01   1.00000000E+00   5.81074870E-01   6.58287638E-01   6.08615959E-01
   6.95000000E-01   1.00000000E+00   5.43284304E-01   5.96130335E-01   5.63126213E-01
   7.00000000E-01   0.00000000E+00   5.05307436E-01   5.31446935E-01   5.16907564E-01
   7.05000000E-01   0.00000000E+00   4.67500684E-01   4.65989135E-01   4.70603357E-01
   7.10000000E-01   0.00000000E+00   4.30209526E-01   4.01564362E-01   4.24854821E-01
   7.15000000E-01   0.00000000E+00   3.93758732E-01   3.39877368E-01   3.80272781E-01
   7.20000000E-01   0.00000000E+00   3.58443931E-01   2.82390814E-01   3.37412239E-01
   7.25000000E-01   0.00000000E+00   3.24524878E-01   2.30224596E-01   2.96751679E-01
   7.30000000E-01   0.00000000E+00   2.92220641E-01   1.84104101E-01   2.58678378E-01
   7.35000000E-01   0.00000000E+00   2.61706753E-01   1.44357300E-01   2.23480267E-01
   7.40000000E-01   0.00000000E+00   2.33114277E-01   1.10952441E-01   1.91344194E-01
   7.45000000E-01   0.00000000E+00   2.06530592E-01   8.35636078E-02   1.62359887E-01
   7.50000000E-01   0.00000000E+00   1.82001649E-01   6.16503578E-02   1.36528507E-01
   7.55000000E-01   0.00000000E+00   1.59535390E-01   4.45392716E-02   1.13774492E-01
   7.60000000E-01   0.00000000E+00   1.39106003E-01   3.14982213E-02   9.39593684E-02
   7.65000000E-01   0.00000000E+00   1.20658716E-01   2.17975267E-02   7.68963213E-02
   7.70000000E-01   0.00000000E+00   1.04114824E-01   1.47552883E-02   6.23645068E-02
   7.75000000E-01   0.00000000E+00   8.93767326E-02   9.76671015E-03   5.01223301E-02
   7.80000000E-01   0.00000000E+00   7.63327927E-02   6.31903877E-03   3.99191575E-02
   7.85000000E-01   0.00000000E+00   6.48618000E-02   3.99484584E-03   3.15051524E-02
   7.90000000E-01   0.00000000E+00   5.48370396E-02   2.46684690E-03   2.46391120E-02
   7.95000000E-01   0.00000000E+00   4.61298188E-02   1.48739840E-03   1.90943352E-02
   8.00000000E-01   0.00000000E+00   3.86124567E-02   8.75402691E-04   1.46626582E-02
   8.05000000E-01   0.00000000E+00   3.21607313E-02   5.02734575E-04   1.11568688E-02
   8.10000000E-01   0.00000000E+00   2.66558027E-02   2.81628489E-04   8.41175294E-03
   8.15000000E-01   0.00000000E+00   2.19856512E-02   1.53843494E-04   6.28403941E-03
   8.20000000E-01   0.00000000E+00   1.80460778E-02   8.19227609E-05   4.65150855E-03
   8.25000000E-01   0.00000000E+00   1.47413191E-02   4.25119251E-05   3.41150795E-03
   8.30000000E-01   0.00000000E+00   1.19843359E-02   2.14908955E-05   2.47909150E-03
   8.35000000E-01   0.00000000E+00   9.69683018E-03   1.05801259E-05   1.78496288E-03
   8.40000000E-01   0.00000000E+00   7.80904538E-03   5.07075138E-06   1.27336835E-03
   8.45000000E-01   0.00000000E+00   6.25939956E-03   2.36509401E-06   9.00048233E-04
   8.50000000E-01   0.00000000E+00   4.99399750E-03   1.07316072E-06   6.30324075E-04
   8.55000000E-01   0.00000000E+00   3.96606070E-03   4.73546497E-07   4.37369702E-04
   8.60000000E-01   0.00000000E+00   3.13530934E-03   2.03131913E-07   3.00691564E-04
   8.65000000E-01   0.00000000E+00   2.46732405E-03   8.46723906E-08   2.04825156E-04
   8.70000000E-01   0.00000000E+00   1.93291001E-03   3.42829138E-08   1.38241112E-04
   8.75000000E-01   0.00000000E+00   1.50748068E-03   1.34773023E-08   9.24455382E-05
   8.80000000E-01   0.00000000E+00   1.17047380E-03   5.14193938E-09   6.12537851E-05
   8.85000000E-01   0.00000000E+00   9.04808617E-04   1.90305203E-09   4.02144383E-05
   8.90000000E-01   0.00000000E+00   6.96389482E-04   6.82913851E-10   2.61599805E-05
   8.95000000E-01   0.00000000E+00   5.33658663E-04   2.37495067E-10   1.68617913E-05
   9.00000000E-01   0.00000000E+00   4.07198640E-04   7.99995832E-11   1.07692561E-05
   9.05000000E-01   0.00000000E+00   3.09382700E-04   2.60870295E-11   6.81535416E-06
   9.10000000E-01   0.00000000E+00   2.34071359E-04   8.23022851E-12   4.27382848E-06
   9.15000000E-01   0.00000000E+00   1.76351306E-04   2.51062759E-12   2.65568781E-06
   9.20000000E-01   0.00000000E+00   1.32313102E-04   7.40037325E-13   1.63521045E-06
   9.25000000E-01   0.00000000E+00   9.88635934E-05   2.10633464E-13   9.97728729E-07
   9.30000000E-01   0.00000000E+00   7.35690036E-05   5.78478602E-14   6.03252342E-07
   9.35000000E-01   0.00000000E+00   5.45247691E-05   1.53178514E-14   3.61442147E-07
   9.40000000E-01   0.00000000E+00   4.02484131E-05   3.90753047E-15   2.14603750E-07
   9.45000000E-01   0.00000000E+00   2.95920518E-05   9.59447297E-16   1.26269952E-07
   9.50000000E-01   0.00000000E+00   2.16714583E-05   2.26542168E-16   7.36261855E-08
   9.55000000E-01   0.00000000E+00   1.58089566E-05   5.13870016E-17   4.25441126E-08
   9.60000000E-01   0.00000000E+00   1.14877631E-05   1.11858821E-17   2.43627730E-08
   9.65000000E-01   0.00000000E+00   8.31572294E-06   2.33400853E-18   1.38260820E-08
   9.70000000E-01   0.00000000E+00   5.99669292E-06   4.66245601E-19   7.77609665E-09
   9.75000000E-01   0.00000000E+00   4.30809961E-06   8.90492181E-20   4.33430113E-09
   9.80000000E-01   0.00000000E+00   3.08344741E-06   1.62377041E-20   2.39428624E-09
   9.85000000E-01   0.00000000E+00   2.19876527E-06   2.82242090E-21   1.31080198E-09
   9.90000000E-01   0.00000000E+00   1.56216614E-06   4.66859038E-22   7.11224067E-10
   9.95000000E-01   0.00000000E+00   1.10584938E-06   7.33522704E-23   3.82461957E-10
   1.00000000E+00   0.00000000E+00   7.80008604E-07   1.09251024E-23   2.03838590E-10
