       x    u_numerical        u_exact          error
     -1.0000000      0.0000000      0.0000000      0.0000000
     -0.9750000***************      0.0000000***************
     -0.9500000***************      0.0000000***************
     -0.9250000***************      0.0000000***************
     -0.9000000***************      0.0000000***************
     -0.8750000***************      0.0000000***************
     -0.8500000***************      0.0000000***************
     -0.8250000***************      0.0000000***************
     -0.8000000***************      0.0000000***************
     -0.7750000***************      0.0000000***************
     -0.7500000***************      0.0000000***************
     -0.7250000***************      0.0000000***************
     -0.7000000***************      0.0000000***************
     -0.6750000***************      0.0000000***************
     -0.6500000***************      0.0000000***************
     -0.6250000***************      0.0000000***************
     -0.6000000***************      0.0000000***************
     -0.5750000***************      0.0000000***************
     -0.5500000***************      0.0000000***************
     -0.5250000***************      0.0000000***************
     -0.5000000***************      0.0000000***************
     -0.4750000***************      0.0000000***************
     -0.4500000***************      0.0000000***************
     -0.4250000***************      0.0000000***************
     -0.4000000***************      0.0000000***************
     -0.3750000***************      0.0000000***************
     -0.3500000***************      0.0000000***************
     -0.3250000***************      0.0000000***************
     -0.3000000***************      0.0000000***************
     -0.2750000***************      0.0000000***************
     -0.2500000***************      0.0000000***************
     -0.2250000***************      0.0000000***************
     -0.2000000***************      0.0000000***************
     -0.1750000***************      0.0000000***************
     -0.1500000***************      0.0000000***************
     -0.1250000***************      0.0000000***************
     -0.1000000***************      0.0000000***************
     -0.0750000***************      0.0000000***************
     -0.0500000***************      0.0000000***************
     -0.0250000***************      0.0000000***************
      0.0000000***************      0.0000000***************
      0.0250000***************      0.0000000***************
      0.0500001***************      0.0000000***************
      0.0750000***************      0.0000000***************
      0.1000000***************      0.0000000***************
      0.1250000***************      0.0000000***************
      0.1500000***************      0.0000000***************
      0.1750001***************      0.0000000***************
      0.2000000***************      0.0000000***************
      0.2250000***************      0.0000000***************
      0.2500000***************      0.0000000***************
      0.2750000***************      0.0000000***************
      0.3000001***************      0.0000000***************
      0.3250000***************      0.0000000***************
      0.3500000***************      0.0000000***************
      0.3750000***************      0.0000000***************
      0.4000000***************      0.0000000***************
      0.4250001***************      0.0000000***************
      0.4500000***************      0.0000000***************
      0.4750000***************      0.0000000***************
      0.5000000***************      0.0000000***************
      0.5250000***************      0.0000000***************
      0.5500001***************      0.0000000***************
      0.5750000***************      0.0000000***************
      0.6000000***************      0.0000000***************
      0.6250000***************      0.0000000***************
      0.6500000***************      0.0000000***************
      0.6750001***************      0.0000000***************
      0.7000000***************      0.0000000***************
      0.7250000***************      0.0000000***************
      0.7500000***************      0.0000000***************
      0.7750000***************      0.0000000***************
      0.8000001***************      0.0000000***************
      0.8250000***************      0.0000000***************
      0.8500000***************      0.0000000***************
      0.8750000***************      0.0000000***************
      0.9000000***************      0.0000000***************
      0.9250001***************      0.0000000***************
      0.9500000***************      0.0000000***************
      0.9750000***************      0.0000000***************
      1.0000000***************      0.0000000***************
      1.0250001***************      0.0000000***************
      1.0500000***************      0.0000000***************
      1.0750000***************      0.0000000***************
      1.1000001***************      0.0000000***************
      1.1250000***************      0.0000000***************
      1.1500001***************      0.0000000***************
      1.1750000***************      0.0000000***************
      1.2000000***************      0.0000000***************
      1.2250001***************      0.0000000***************
      1.2500000***************      0.0000000***************
