       x    u_numerical        u_exact          error
      1.7750001      0.0070298      0.0000000      0.0070298
      1.8000000      0.0111979      0.0000000      0.0111979
      1.8250000      0.0173192      0.0000000      0.0173192
      1.8500001      0.0260232      0.0000000      0.0260232
      1.8750000      0.0380113      0.0000000      0.0380113
      1.9000001      0.0540142      0.0000000      0.0540142
      1.9250000      0.0747324      0.0061558      0.0685767
      1.9500000      0.1007668      0.0244717      0.0762951
      1.9750001      0.1325478      0.0544968      0.0780510
      2.0000000      0.1702728      0.0954913      0.0747815
      2.0250001      0.2138617      0.1464466      0.0674150
      2.0500000      0.2629352      0.2061070      0.0568282
      2.0750000      0.3168204      0.2730046      0.0438158
      2.1000001      0.3745792      0.3454916      0.0290875
      2.1250000      0.4350534      0.4217824      0.0132711
      2.1500001      0.4969223      0.5000000     -0.0030777
      2.1750000      0.5587621      0.5782168     -0.0194547
      2.2000000      0.6191050      0.6545083     -0.0354033
      2.2250001      0.6764933      0.7269954     -0.0505021
      2.2500000      0.7295269      0.7938924     -0.0643656
      2.2750001      0.7769054      0.8535534     -0.0766479
      2.3000000      0.8174646      0.9045082     -0.0870436
      2.3250000      0.8502064      0.9455031     -0.0952967
      2.3500001      0.8743249      0.9755283     -0.1012034
      2.3750000      0.8892263      0.9938441     -0.1046178
      2.4000001      0.8945434      1.0000000     -0.1054566
      2.4250000      0.8901454      0.9938442     -0.1036988
      2.4500000      0.8761404      0.9755283     -0.0993879
      2.4750001      0.8528729      0.9455031     -0.0926302
      2.5000000      0.8209146      0.9045087     -0.0835940
      2.5250001      0.7810505      0.8535534     -0.0725029
      2.5500000      0.7342581      0.7938930     -0.0596349
      2.5750000      0.6816818      0.7269954     -0.0453137
      2.6000001      0.6246014      0.6545083     -0.0299069
      2.6250000      0.5643966      0.5782175     -0.0138209
      2.6500001      0.5025051      0.5000000      0.0025051
      2.6750000      0.4403767      0.4217831      0.0185935
      2.7000000      0.3794239      0.3454916      0.0339323
      2.7250001      0.3209686      0.2730046      0.0479640
      2.7500000      0.2661882      0.2061076      0.0600806
      2.7750001      0.2160642      0.1464466      0.0696176
      2.8000000      0.1713374      0.0954918      0.0758456
      2.8250000      0.1324743      0.0544968      0.0779775
      2.8500001      0.0996519      0.0244717      0.0751802
      2.8750000      0.0727624      0.0061559      0.0666065
      2.9000001      0.0514421      0.0000000      0.0514421
      2.9250000      0.0351216      0.0000000      0.0351216
      2.9500000      0.0230916      0.0000000      0.0230916
      2.9750001      0.0145768      0.0000000      0.0145768
      3.0000000      0.0145768      0.0000000      0.0145768
